step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
15,CASH_OUT,258458.35,C1780391790,187987.0,0.0,C681430819,463259.88,721718.23,0.0
14,CASH_OUT,149327.04,C1845778559,0.0,0.0,C1857357520,818321.43,1603847.02,0.0
11,CASH_OUT,115690.83,C1369081279,0.0,0.0,C1436393926,853728.52,508822.79,0.0
12,PAYMENT,2134.11,C1917913017,0.0,0.0,M29227814,0.0,0.0,0.0
10,CASH_IN,125701.14,C1390956000,245.0,125946.14,C1117694242,8572.69,0.0,0.0
10,CASH_OUT,271414.07,C1646781739,1990.0,0.0,C418657572,68537.99,1044219.49,0.0
10,CASH_IN,257370.38,C386387428,49446.0,306816.38,C1139303866,530364.41,501379.64,0.0
14,CASH_IN,494449.58,C641379841,749961.29,1244410.87,C1585990534,1919944.85,1425495.27,0.0
15,CASH_IN,89827.91,C995669030,5143654.85,5233482.76,C1799927970,463002.22,87092.69,0.0
8,TRANSFER,228289.36,C1406260873,0.0,0.0,C1046102247,877693.25,1694020.5,0.0
11,CASH_OUT,205034.17,C1833264928,0.0,0.0,C213632991,2586499.49,2791533.65,0.0
14,PAYMENT,12206.13,C627774058,258021.04,245814.92,M1878110327,0.0,0.0,0.0
11,CASH_IN,116243.04,C661624381,6285.0,122528.04,C203342542,0.0,0.0,0.0
13,CASH_OUT,121146.39,C1565016379,281.0,0.0,C66159717,597983.64,719130.02,0.0
12,PAYMENT,20192.08,C695079979,13141.78,0.0,M172738337,0.0,0.0,0.0
9,CASH_OUT,245463.19,C1039556106,0.0,0.0,C1175399276,414448.29,470623.12,0.0
9,CASH_OUT,380114.95,C1000229380,0.0,0.0,C1049228732,412068.27,1239569.54,0.0
11,CASH_OUT,295681.34,C597703370,60165.04,0.0,C1028574311,9607238.98,10137618.67,0.0
13,CASH_OUT,203012.35,C1879780181,125612.6,0.0,C495398308,2689103.87,4610767.15,0.0
15,CASH_OUT,32962.8,C622821493,0.0,0.0,C1746996407,202260.66,0.0,0.0
11,CASH_IN,133162.65,C342177535,220.0,133382.65,C1263198869,0.0,0.0,0.0
15,CASH_OUT,219043.38,C873658255,103538.64,0.0,C1817396610,2014228.47,2373908.87,0.0
9,PAYMENT,8687.81,C941977277,250625.15,241937.35,M580342709,0.0,0.0,0.0
13,PAYMENT,8202.8,C205506360,0.0,0.0,M367584120,0.0,0.0,0.0
14,CASH_IN,498404.55,C851652391,34246.0,532650.55,C1776808097,37838.57,0.0,0.0
13,CASH_OUT,375131.16,C210695400,92731.3,0.0,C178151720,46.0,0.0,0.0
14,PAYMENT,28866.78,C1732165052,0.0,0.0,M1395905317,0.0,0.0,0.0
10,TRANSFER,231874.69,C785113598,0.0,0.0,C680910891,350066.93,725396.37,0.0
11,PAYMENT,9251.82,C857022243,0.0,0.0,M1030241780,0.0,0.0,0.0
12,CASH_OUT,153629.08,C2130912560,0.0,0.0,C131715991,2677557.38,2831186.46,0.0
9,CASH_OUT,130447.21,C1974873387,106425.72,0.0,C1604702733,0.0,9530.74,0.0
10,CASH_IN,172483.79,C179050532,78219.0,250702.79,C805814824,10482535.64,11245391.3,0.0
11,PAYMENT,32938.32,C1122508440,6126.0,0.0,M2106421947,0.0,0.0,0.0
12,PAYMENT,426.89,C510233536,153719.15,153292.26,M842348012,0.0,0.0,0.0
10,PAYMENT,2542.06,C673498933,0.0,0.0,M1548487416,0.0,0.0,0.0
14,PAYMENT,7338.81,C235644773,0.0,0.0,M1512881225,0.0,0.0,0.0
13,CASH_OUT,197535.1,C1329919004,0.0,0.0,C1841177067,628418.06,825953.16,0.0
9,CASH_OUT,481775.28,C172222056,20151.0,0.0,C380328372,0.0,760000.26,0.0
11,CASH_IN,48995.17,C450905612,6273899.49,6322894.65,C1234612952,3450769.89,3435100.7,0.0
7,DEBIT,4524.01,C150362726,15062.72,10538.71,C579634511,58483.0,0.0,0.0
12,PAYMENT,23857.44,C27691242,180942.33,157084.89,M684246116,0.0,0.0,0.0
6,PAYMENT,15768.41,C472146846,30064.0,14295.59,M1553033411,0.0,0.0,0.0
9,CASH_OUT,395172.16,C1348065856,20678.0,0.0,C1088160255,33689.0,428861.16,0.0
15,CASH_OUT,330518.48,C1805992769,401739.86,71221.38,C420345669,2769794.8,3245884.58,0.0
9,PAYMENT,21680.8,C514961484,96.0,0.0,M1252031544,0.0,0.0,0.0
12,PAYMENT,23031.55,C2053099275,0.0,0.0,M150759591,0.0,0.0,0.0
11,CASH_IN,203799.61,C1627138950,16404.0,220203.61,C1334286581,18915.84,0.0,0.0
8,PAYMENT,9507.73,C1951917964,55507.49,45999.75,M1276741056,0.0,0.0,0.0
14,CASH_OUT,90552.18,C1398409371,13961.0,0.0,C1469248112,0.0,0.0,0.0
9,CASH_OUT,107227.55,C1383548991,42367.0,0.0,C1052251218,153236.57,260464.12,0.0
8,PAYMENT,8283.96,C1287001481,900553.0,892269.04,M2108708912,0.0,0.0,0.0
10,CASH_OUT,91294.02,C702580451,178022.0,86727.98,C439326713,551157.3,737827.78,0.0
10,CASH_IN,7855.78,C1351948997,5231259.98,5239115.76,C1794194687,250348.44,671222.26,0.0
14,CASH_OUT,340716.89,C1327714269,11576.0,0.0,C1757597360,51429.48,78025.1,0.0
13,PAYMENT,7596.07,C1833871694,143135.12,135539.05,M911978279,0.0,0.0,0.0
11,CASH_OUT,210646.95,C481178781,0.0,0.0,C919902821,748158.99,945107.27,0.0
10,PAYMENT,4657.1,C1658469305,0.0,0.0,M789246172,0.0,0.0,0.0
15,CASH_OUT,101092.14,C1998249868,21716.0,0.0,C1894747325,0.0,101092.14,0.0
14,PAYMENT,4328.97,C751309380,0.0,0.0,M2041237503,0.0,0.0,0.0
14,TRANSFER,1519813.84,C81162929,0.0,0.0,C1345899256,1849081.22,3368895.06,0.0
8,DEBIT,2076.64,C1603695034,31061.0,28984.36,C711248671,1264556.05,1522032.15,0.0
13,CASH_IN,165882.18,C530200857,10615810.27,10781692.46,C232812328,7352275.88,7186393.7,0.0
12,PAYMENT,23635.76,C102028476,249.0,0.0,M1440715550,0.0,0.0,0.0
12,TRANSFER,227691.52,C2132655182,246325.0,18633.48,C964940945,0.0,227691.52,0.0
11,CASH_OUT,134567.87,C1465816589,0.0,0.0,C219543946,1202769.27,1337337.14,0.0
9,TRANSFER,2018511.54,C1733029925,5660.0,0.0,C100836936,20401.0,2947763.28,0.0
10,CASH_IN,174642.57,C986498302,50226.71,224869.28,C1269336757,294760.36,477889.99,0.0
12,CASH_OUT,384347.38,C1603701348,545742.28,161394.91,C1062791125,814439.89,1317745.2,0.0
11,PAYMENT,28823.62,C1814187986,358016.91,329193.3,M1387191723,0.0,0.0,0.0
14,PAYMENT,11729.5,C1872074749,54781.84,43052.34,M266237125,0.0,0.0,0.0
12,PAYMENT,26475.28,C32154264,0.0,0.0,M285779381,0.0,0.0,0.0
12,PAYMENT,7080.59,C1013083709,21509.0,14428.41,M1785535361,0.0,0.0,0.0
11,CASH_IN,218401.57,C1777604387,6150.0,224551.57,C337479226,332296.2,113894.63,0.0
15,CASH_IN,3392.76,C21842234,50847.0,54239.76,C369851597,445140.73,441747.97,0.0
9,PAYMENT,626.28,C1425866060,0.0,0.0,M1724385908,0.0,0.0,0.0
11,CASH_IN,118708.25,C801595186,100740.0,219448.25,C327226246,9993.0,30096.01,0.0
12,CASH_IN,231159.48,C1341793762,1702337.03,1933496.51,C1685525052,501137.71,208826.25,0.0
9,CASH_IN,290334.22,C1321970315,1678192.82,1968527.05,C1873889419,82624.0,218137.53,0.0
8,PAYMENT,41947.39,C1170637485,308314.9,266367.5,M641737095,0.0,0.0,0.0
13,CASH_OUT,294992.72,C538197855,49079.0,0.0,C1037111624,296002.87,590995.59,0.0
10,PAYMENT,5299.75,C1206267755,15952.51,10652.76,M239770303,0.0,0.0,0.0
8,PAYMENT,1297.89,C1640621638,22180.0,20882.11,M1305259765,0.0,0.0,0.0
13,PAYMENT,17518.68,C331941949,7658.0,0.0,M276224346,0.0,0.0,0.0
15,PAYMENT,19.0,C1200219733,349.0,330.0,M1261968913,0.0,0.0,0.0
11,CASH_OUT,488321.46,C1798488553,293868.0,0.0,C691279223,4102.51,492423.96,0.0
15,CASH_OUT,117154.39,C1488245372,0.0,0.0,C660819982,4400187.31,5183267.78,0.0
13,CASH_IN,13434.81,C321490802,1776793.58,1790228.38,C199319225,1757416.95,1743982.14,0.0
15,CASH_IN,58784.15,C1646354692,5039896.01,5098680.16,C351245548,107065.33,48281.17,0.0
15,PAYMENT,10560.07,C270886846,0.0,0.0,M2080908093,0.0,0.0,0.0
12,PAYMENT,37722.57,C351731467,0.0,0.0,M185649008,0.0,0.0,0.0
15,CASH_OUT,143894.32,C185899723,3536.0,0.0,C943357658,357066.09,915297.95,0.0
12,CASH_IN,173880.08,C389416488,1630744.36,1804624.44,C1596249858,977132.15,1556709.81,0.0
13,PAYMENT,28829.58,C466175773,458673.75,429844.17,M1511918137,0.0,0.0,0.0
10,CASH_IN,179880.06,C2060617485,28182.0,208062.06,C1398453045,734225.07,554345.02,0.0
10,PAYMENT,20915.54,C1259937768,698.0,0.0,M1086002511,0.0,0.0,0.0
12,CASH_OUT,13346.32,C109495037,479063.02,465716.7,C738603140,71237.44,84583.77,0.0
10,PAYMENT,6428.03,C1725938908,99202.74,92774.71,M1782441426,0.0,0.0,0.0
12,PAYMENT,1354.38,C817612066,117511.08,116156.7,M665471780,0.0,0.0,0.0
11,PAYMENT,30966.08,C749951366,43125.0,12158.92,M371709232,0.0,0.0,0.0
15,PAYMENT,10736.86,C58262419,0.0,0.0,M1365085533,0.0,0.0,0.0
15,CASH_OUT,174431.66,C1932258951,222087.71,47656.05,C223754415,275842.16,519354.91,0.0
12,CASH_IN,144347.02,C296327998,31747.0,176094.02,C1898031048,12244.0,148706.93,0.0
12,PAYMENT,5839.04,C2131753941,214786.82,208947.77,M1091247148,0.0,0.0,0.0
14,CASH_IN,350804.02,C1431567466,0.0,350804.02,C693618884,536441.79,720749.25,0.0
12,CASH_OUT,247012.95,C841300873,0.0,0.0,C640853632,1095969.07,1158678.77,0.0
13,CASH_OUT,127636.09,C1715686229,0.0,0.0,C1807896178,879120.87,1006756.96,0.0
13,PAYMENT,1322.3,C883521771,10378.0,9055.7,M1123270731,0.0,0.0,0.0
15,CASH_OUT,440889.16,C371225626,2300.0,0.0,C374269391,192221.62,633110.78,0.0
13,CASH_IN,281656.99,C898961495,6755382.96,7037039.96,C505366143,1670796.81,1389139.82,0.0
13,TRANSFER,738135.89,C512690022,0.0,0.0,C1308497108,4155769.58,6907487.11,0.0
14,CASH_IN,226042.08,C2140501882,26996.0,253038.08,C687113056,0.0,0.0,0.0
14,PAYMENT,11140.48,C202476027,21083.0,9942.52,M562060332,0.0,0.0,0.0
10,PAYMENT,2012.63,C1042853482,72509.0,70496.37,M1467808849,0.0,0.0,0.0
10,CASH_OUT,181771.83,C2081483166,3319606.5,3137834.67,C75457651,2029785.17,4026910.31,0.0
14,CASH_OUT,459769.08,C448959586,0.0,0.0,C2108171676,1925741.09,1667448.04,0.0
14,PAYMENT,22639.03,C999794676,0.0,0.0,M1960086298,0.0,0.0,0.0
12,CASH_IN,193540.06,C1125484200,18286.0,211826.06,C1046842809,2056208.18,3634235.5,0.0
12,PAYMENT,28094.06,C1386955939,4481.0,0.0,M1604758744,0.0,0.0,0.0
12,CASH_OUT,141890.53,C38210629,25694.0,0.0,C1014972653,0.0,0.0,0.0
14,PAYMENT,4392.13,C1109217131,139582.2,135190.07,M253918346,0.0,0.0,0.0
12,TRANSFER,400778.87,C1654242125,0.0,0.0,C797657283,2265947.54,2954652.38,0.0
9,CASH_OUT,261808.76,C484186038,0.0,0.0,C182908323,298900.22,560708.98,0.0
8,PAYMENT,77.13,C694538364,1376662.49,1376585.36,M678442296,0.0,0.0,0.0
9,PAYMENT,600.31,C388561757,204573.57,203973.26,M1188238255,0.0,0.0,0.0
8,PAYMENT,11106.13,C1575220492,7911.83,0.0,M1963979411,0.0,0.0,0.0
14,CASH_IN,394674.63,C1743339857,2097.47,396772.1,C827465008,1889871.28,1764147.38,0.0
15,CASH_IN,259236.06,C1125209147,60713.0,319949.06,C707636572,711071.42,451835.36,0.0
9,CASH_OUT,193090.28,C2141043264,15735.0,0.0,C2021579766,1343781.67,7757562.16,0.0
8,TRANSFER,1185179.07,C487443711,116569.0,0.0,C2116153614,0.0,2149801.99,0.0
11,TRANSFER,123318.31,C1028307697,0.0,0.0,C1794549600,445218.06,568536.36,0.0
14,CASH_OUT,91103.22,C881821475,193748.82,102645.6,C387391089,646569.06,737672.28,0.0
14,PAYMENT,1149.17,C1530288255,107965.0,106815.83,M206535294,0.0,0.0,0.0
9,TRANSFER,17588.07,C1435789349,0.0,0.0,C1875583711,62327.0,409359.33,0.0
12,PAYMENT,46882.36,C56820852,120224.66,73342.3,M1988322060,0.0,0.0,0.0
12,PAYMENT,11651.21,C659524884,0.0,0.0,M986506485,0.0,0.0,0.0
15,CASH_OUT,223511.29,C1862783088,0.0,0.0,C48457464,1693982.18,1917493.47,0.0
11,CASH_OUT,225416.05,C990826249,0.0,0.0,C1281624708,621318.09,846734.15,0.0
1,CASH_IN,158775.58,C798622145,7421528.07,7580303.64,C1023714065,688899.05,1412484.09,0.0
10,CASH_OUT,50322.5,C792849837,0.0,0.0,C1733581655,2249429.81,1919717.89,0.0
12,CASH_IN,191709.3,C1713991493,925378.09,1117087.39,C372719750,327727.13,90968.76,0.0
7,PAYMENT,13474.08,C750412864,57916.12,44442.04,M1563670805,0.0,0.0,0.0
12,CASH_OUT,126074.7,C515037692,0.0,0.0,C171565620,144331.55,0.0,0.0
9,PAYMENT,28205.95,C2023561371,81.0,0.0,M2064925152,0.0,0.0,0.0
12,CASH_IN,274561.61,C350908288,5439519.5,5714081.11,C1726228995,1596065.55,1573621.27,0.0
13,TRANSFER,1321581.88,C1820931528,530.0,0.0,C13963544,20938.0,1342519.88,0.0
15,PAYMENT,15672.22,C501145794,236620.41,220948.19,M445972820,0.0,0.0,0.0
13,CASH_OUT,75282.19,C968399225,0.0,0.0,C1379031360,11944881.9,12020164.1,0.0
12,CASH_IN,253456.19,C1991851036,167180.0,420636.19,C1336172792,0.0,0.0,0.0
8,PAYMENT,1863.09,C837201000,0.0,0.0,M943265992,0.0,0.0,0.0
7,CASH_IN,25646.09,C1034355105,1725575.06,1751221.16,C706289539,28355.0,2708.91,0.0
13,PAYMENT,38757.68,C777172291,0.0,0.0,M1513774517,0.0,0.0,0.0
7,PAYMENT,10399.11,C1511025446,22146.0,11746.89,M1146980236,0.0,0.0,0.0
9,CASH_IN,258318.33,C1859318293,1531546.69,1789865.01,C716442925,4271358.73,3984264.41,0.0
9,CASH_OUT,13000.96,C1717283989,294068.21,281067.25,C203577234,264157.53,7418073.54,0.0
14,PAYMENT,18253.86,C1785196909,324095.31,305841.45,M650786186,0.0,0.0,0.0
15,PAYMENT,7886.91,C1392564521,75115.0,67228.09,M667510268,0.0,0.0,0.0
8,PAYMENT,49081.23,C1835168832,0.0,0.0,M2130031015,0.0,0.0,0.0
15,CASH_OUT,19791.46,C518156328,41729.53,21938.07,C246785519,3048608.19,3068399.65,0.0
14,CASH_OUT,454701.61,C673083825,0.0,0.0,C768360930,842950.06,1910745.31,0.0
13,CASH_OUT,142174.81,C1170479897,0.0,0.0,C1387713471,294979.95,803955.19,0.0
14,CASH_IN,132433.32,C776924155,56570.0,189003.32,C697086311,21886.0,0.0,0.0
12,CASH_IN,194759.57,C545316708,901.0,195660.57,C491496851,953749.32,758989.75,0.0
13,CASH_IN,215202.83,C1484983500,26092843.13,26308045.97,C1565317216,1548169.16,1332966.33,0.0
12,CASH_OUT,35457.13,C1250014492,0.0,0.0,C517484662,49465.17,0.0,0.0
15,CASH_OUT,172456.72,C1242214667,0.0,0.0,C1194647346,1551526.45,1723983.17,0.0
12,CASH_OUT,112203.09,C665663870,5663.0,0.0,C2084157350,3742667.75,4369848.65,0.0
14,CASH_IN,285455.75,C399858432,12954.0,298409.75,C1812134851,0.0,0.0,0.0
8,PAYMENT,4454.4,C332817639,1906388.0,1901933.6,M1797439027,0.0,0.0,0.0
15,PAYMENT,6998.38,C2055005419,0.0,0.0,M172109737,0.0,0.0,0.0
8,CASH_OUT,32341.84,C1413795240,104059.0,71717.16,C836514715,2478709.3,2511051.14,0.0
14,CASH_OUT,205976.04,C508292692,250.0,0.0,C1126569136,103523.12,866430.18,0.0
11,CASH_IN,139428.01,C1291331185,6717617.64,6857045.65,C233277451,524144.0,643287.76,0.0
12,PAYMENT,4943.37,C87346333,0.0,0.0,M1602142018,0.0,0.0,0.0
12,CASH_OUT,181361.48,C1173971263,0.0,0.0,C505855829,2114722.74,2296084.22,0.0
10,CASH_OUT,156873.97,C1336473088,1027.0,0.0,C1434590943,3163.05,43182.42,0.0
12,CASH_IN,278349.89,C1865191058,9260690.37,9539040.26,C1328979206,290830.94,12481.05,0.0
10,CASH_OUT,21401.61,C447750425,3553.0,0.0,C1985720990,755567.85,353234.58,0.0
11,CASH_OUT,77262.62,C535554076,47918.8,0.0,C323888816,161765.89,239028.51,0.0
8,PAYMENT,1493.68,C1517059955,30400.0,28906.32,M1533532103,0.0,0.0,0.0
13,PAYMENT,10021.0,C882872649,136332.69,126311.69,M1014700767,0.0,0.0,0.0
10,CASH_OUT,379318.66,C1070633328,31558.0,0.0,C176030393,15448.26,1047529.4,0.0
10,CASH_OUT,332207.1,C1326955207,0.0,0.0,C49191134,1181529.11,1513736.22,0.0
13,CASH_OUT,35878.66,C1308344908,802.0,0.0,C1757748273,0.0,35878.66,0.0
11,PAYMENT,12034.45,C355543447,216666.83,204632.38,M1452167829,0.0,0.0,0.0
1,CASH_IN,131027.05,C557016605,2912649.49,3043676.54,C35534346,178120.16,10317.66,0.0
13,CASH_IN,3566.31,C1756672614,4352289.03,4355855.34,C1895355456,675710.57,575800.55,0.0
11,CASH_IN,86543.69,C684004515,50737.0,137280.69,C1699377197,14977.0,0.0,0.0
11,TRANSFER,2147431.37,C1890504352,130.0,0.0,C1309225797,49221.0,2378173.0,0.0
14,PAYMENT,5193.62,C836913208,5114.0,0.0,M905100209,0.0,0.0,0.0
15,PAYMENT,925.33,C1556292304,0.0,0.0,M162416628,0.0,0.0,0.0
1,TRANSFER,435589.96,C727497138,0.0,0.0,C401424608,1409964.46,1178808.14,0.0
14,CASH_OUT,65169.91,C228596904,203.0,0.0,C1567987890,711970.38,777140.29,0.0
11,PAYMENT,13884.34,C918440839,0.0,0.0,M1168901638,0.0,0.0,0.0
12,PAYMENT,18179.35,C2056477610,0.0,0.0,M972568381,0.0,0.0,0.0
9,CASH_IN,335220.09,C1572264573,3108787.16,3444007.25,C250289324,385443.58,1999354.18,0.0
15,PAYMENT,11983.61,C854574175,0.0,0.0,M1697701496,0.0,0.0,0.0
14,CASH_OUT,178374.61,C207984463,1677.0,0.0,C93166806,5096635.6,5528084.69,0.0
14,CASH_OUT,91216.07,C1479829912,0.0,0.0,C1829831147,1279762.04,1370978.11,0.0
13,CASH_IN,309174.29,C1698251700,21227.0,330401.29,C1574325665,5567.0,0.0,0.0
11,CASH_IN,297300.62,C1018733285,626213.0,923513.62,C1699658145,24702.0,0.0,0.0
10,CASH_IN,437474.82,C1578349660,1130.0,438604.82,C2014517831,535872.74,98397.92,0.0
13,TRANSFER,326998.1,C1878851570,0.0,0.0,C1849602029,4187882.42,4514880.52,0.0
13,CASH_IN,273484.87,C574854108,1225021.09,1498505.96,C2041583159,289254.0,15769.13,0.0
12,CASH_OUT,626.14,C1431782403,0.0,0.0,C305184859,64078.35,64704.49,0.0
11,CASH_OUT,221127.95,C1444858624,0.0,0.0,C778958566,488135.81,709263.75,0.0
10,CASH_OUT,112953.51,C403342790,0.0,0.0,C251966229,6191233.1,6304186.62,0.0
10,TRANSFER,836069.16,C99199522,10200.0,0.0,C934300202,0.0,1167812.36,0.0
11,TRANSFER,986896.48,C576749513,0.0,0.0,C1096524110,18126682.04,19113578.52,0.0
13,CASH_OUT,108795.33,C1636964256,0.0,0.0,C223031720,1259348.88,1760501.11,0.0
14,PAYMENT,5927.22,C909689633,102076.0,96148.78,M174906304,0.0,0.0,0.0
8,TRANSFER,1509461.84,C832977140,0.0,0.0,C1768641212,2345808.71,3922199.3,0.0
12,PAYMENT,23524.38,C1252000978,9979.0,0.0,M877775600,0.0,0.0,0.0
12,CASH_OUT,277832.8,C666565708,161636.0,0.0,C662881973,742562.01,1563845.62,0.0
11,CASH_IN,42881.67,C1025307462,21067110.17,21109991.83,C1933973923,106045.55,63163.88,0.0
7,PAYMENT,5960.6,C1867037662,7496.0,1535.4,M1492742127,0.0,0.0,0.0
9,CASH_OUT,85434.41,C65460281,0.0,0.0,C66507909,86738.0,177246.68,0.0
12,TRANSFER,70682.41,C941439550,20482.0,0.0,C1698113070,0.0,885002.06,0.0
15,CASH_OUT,229200.39,C45116991,0.0,0.0,C1944140224,10851087.87,11080288.26,0.0
14,PAYMENT,4001.91,C945954319,0.0,0.0,M1527846576,0.0,0.0,0.0
9,CASH_IN,177052.25,C700313664,3732548.93,3909601.19,C1461657245,1360343.09,1823878.57,0.0
9,CASH_OUT,179955.2,C1606497950,21103.0,0.0,C324916403,158036.58,441234.72,0.0
13,CASH_OUT,159785.78,C1852929885,0.0,0.0,C1194305660,921098.67,1080884.45,0.0
11,CASH_OUT,47330.58,C528722699,21392.0,0.0,C1338334335,33713.27,0.0,0.0
7,DEBIT,3650.92,C1415139872,24762.0,21111.08,C1673971173,4950.79,742688.69,0.0
1,PAYMENT,1667.88,C889928215,197.91,0.0,M3694603,0.0,0.0,0.0
12,CASH_OUT,294139.94,C146390022,32590.0,0.0,C1212645159,122239.28,416379.22,0.0
11,CASH_OUT,27138.73,C318751414,0.0,0.0,C2093546827,69769.99,96908.71,0.0
8,CASH_IN,1803.95,C612125234,100644.0,102447.95,C1502143342,183366.07,506053.47,0.0
13,CASH_OUT,261669.72,C820680154,0.0,0.0,C842931360,945.0,422974.41,0.0
14,PAYMENT,1296.12,C351340752,60147.0,58850.88,M548287968,0.0,0.0,0.0
12,TRANSFER,481190.96,C182765590,45421.0,0.0,C971869545,0.0,481190.96,0.0
13,CASH_IN,321470.85,C2011254706,177958.32,499429.16,C1994035663,4375768.31,4054297.46,0.0
11,CASH_IN,242928.36,C1250664706,6716931.72,6959860.08,C333889992,1576407.82,3555887.51,0.0
9,CASH_OUT,526457.23,C1502950819,0.0,0.0,C747184469,5547462.33,9380684.77,0.0
8,PAYMENT,1415.27,C765701708,1151852.52,1150437.24,M152825009,0.0,0.0,0.0
9,PAYMENT,2297.05,C57072386,14543.0,12245.95,M1382946630,0.0,0.0,0.0
15,PAYMENT,4524.45,C576629634,1003.0,0.0,M1427349253,0.0,0.0,0.0
11,TRANSFER,728855.42,C2134221718,42896.0,0.0,C502369371,341486.64,696066.15,0.0
13,PAYMENT,6372.89,C1545319887,0.0,0.0,M838539000,0.0,0.0,0.0
10,CASH_IN,192424.78,C1700628433,6321088.03,6513512.81,C571435580,2875924.75,4003194.05,0.0
8,PAYMENT,42687.18,C1699148784,19555.04,0.0,M1824318801,0.0,0.0,0.0
15,CASH_OUT,155701.39,C1296558839,0.0,0.0,C1399124850,428867.96,638021.8,0.0
15,CASH_IN,108393.21,C1035472520,8510342.97,8618736.18,C1248417396,489497.03,355662.55,0.0
15,CASH_OUT,501455.41,C1974762769,0.0,0.0,C884982590,894751.77,1308704.42,0.0
11,CASH_OUT,193787.0,C565778767,0.0,0.0,C185282707,1348953.18,1542740.18,0.0
9,TRANSFER,470640.21,C987542020,0.0,0.0,C471039036,815422.55,593767.69,0.0
15,CASH_OUT,345555.32,C1100185487,0.0,0.0,C71242230,853490.24,1199045.56,0.0
13,CASH_IN,44087.87,C2017271423,6354843.65,6398931.52,C504450686,1069079.67,1615695.01,0.0
11,CASH_OUT,207383.98,C953335777,0.0,0.0,C1096524110,16654018.94,19113578.52,0.0
13,TRANSFER,513914.8,C635645358,56347.0,0.0,C1155769157,475573.06,1030068.02,0.0
9,CASH_IN,16412.1,C342936432,8682195.51,8698607.61,C27164473,33082.0,0.0,0.0
13,TRANSFER,1971124.23,C1277906242,49532.0,0.0,C1358091917,11957.0,1940423.73,0.0
11,PAYMENT,8154.06,C1651798594,22285.0,14130.94,M246663592,0.0,0.0,0.0
11,PAYMENT,7184.23,C1348155842,38215.36,31031.13,M1907517391,0.0,0.0,0.0
12,CASH_OUT,348614.21,C257634784,0.0,0.0,C1209271652,8262302.66,9074080.07,0.0
9,PAYMENT,25376.8,C963125864,359528.09,334151.29,M1784377010,0.0,0.0,0.0
12,CASH_IN,148529.4,C994834793,6600716.31,6749245.72,C1709637956,197714.0,49184.6,0.0
12,PAYMENT,21154.54,C1707214757,0.0,0.0,M545269353,0.0,0.0,0.0
8,PAYMENT,5951.92,C986375188,753.0,0.0,M279012331,0.0,0.0,0.0
12,TRANSFER,1293880.57,C55095809,163023.0,0.0,C2040491146,947260.15,4167587.71,0.0
9,CASH_IN,236822.74,C23055607,7146193.49,7383016.23,C907489537,281067.25,44244.51,0.0
8,PAYMENT,24367.01,C201579115,131252.08,106885.07,M1476012821,0.0,0.0,0.0
14,PAYMENT,7083.91,C1959011314,60312.0,53228.09,M1261461799,0.0,0.0,0.0
13,PAYMENT,9640.24,C525645665,287473.29,277833.06,M210671762,0.0,0.0,0.0
13,CASH_OUT,110231.77,C1696340627,54394.44,0.0,C441511715,253953.0,103452.65,0.0
9,CASH_IN,229150.74,C1610088214,0.0,229150.74,C1036138670,551962.93,407702.25,0.0
10,CASH_OUT,224487.72,C551307863,117.0,0.0,C721267591,3492314.47,3787871.59,0.0
14,CASH_IN,38454.74,C74341924,2644993.62,2683448.35,C484272092,983289.16,944834.43,0.0
9,CASH_OUT,234488.95,C380003554,0.0,0.0,C1354774829,320408.63,554897.58,0.0
8,PAYMENT,19772.2,C1878946866,0.0,0.0,M2079141569,0.0,0.0,0.0
1,PAYMENT,2560.3,C1590129041,7257.0,4696.7,M1178777373,0.0,0.0,0.0
13,PAYMENT,22104.06,C1522259342,0.0,0.0,M1299278334,0.0,0.0,0.0
11,PAYMENT,6851.59,C846881027,0.0,0.0,M1938471313,0.0,0.0,0.0
11,PAYMENT,38364.9,C1911480564,28027.0,0.0,M180543657,0.0,0.0,0.0
12,PAYMENT,27235.92,C58487868,117480.07,90244.15,M928348999,0.0,0.0,0.0
15,CASH_OUT,89191.51,C1807355190,425.0,0.0,C1996231083,1348802.84,1494944.3,0.0
9,PAYMENT,12199.67,C1712213983,32587.76,20388.09,M1492430097,0.0,0.0,0.0
9,PAYMENT,4346.37,C801057609,0.0,0.0,M2137076245,0.0,0.0,0.0
14,PAYMENT,2648.37,C1808750244,50149.0,47500.63,M2101767226,0.0,0.0,0.0
12,CASH_OUT,478118.4,C1659893920,60414.0,0.0,C1423992712,15753491.41,15952003.38,0.0
14,PAYMENT,7579.96,C904163771,21786.0,14206.04,M28188419,0.0,0.0,0.0
13,PAYMENT,29914.98,C1659019857,787036.29,757121.31,M995215154,0.0,0.0,0.0
12,TRANSFER,85679.51,C496108108,63093.36,0.0,C1758241342,239290.97,324970.48,0.0
15,CASH_OUT,271460.65,C689024626,1061256.44,789795.79,C1908560335,738189.32,960347.44,0.0
14,CASH_IN,333684.8,C1779912145,11576.0,345260.8,C222551706,146959.67,505503.37,0.0
15,CASH_OUT,371213.69,C612056495,0.0,0.0,C2113850786,2639810.24,3011023.93,0.0
11,CASH_OUT,212518.26,C520307348,91767.26,0.0,C276384108,6623016.77,6536290.81,0.0
13,CASH_IN,410601.52,C1483221637,89688.0,500289.52,C427346199,0.0,0.0,0.0
